stamp,slip_ratio_fr_wheel_status,slip_angle_fr_wheel_status,wheel_speed_fr_wheel_status,slip_ratio_fl_wheel_status,slip_angle_fl_wheel_status,wheel_speed_fl_wheel_status,slip_ratio_rr_wheel_status,slip_angle_rr_wheel_status,wheel_speed_rr_wheel_status,slip_ratio_rl_wheel_status,slip_angle_rl_wheel_status,wheel_speed_rl_wheel_status
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=857877098)",-0.005593359004900213,4.6531175874662e-310,12.11111111111111,0.081075109705682,1.581e-320,13.166666666666668,0.07879436052908768,5e-324,13.13888888888889,0.10616335064821877,4.65425028596124e-310,13.472222222222221
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=867899483)",-0.010132299456878395,4.6531175874662e-310,12.11111111111111,0.07614057352623783,1.581e-320,13.166666666666668,0.0738702347635242,5e-324,13.13888888888889,0.10111429991608707,4.65425028596124e-310,13.472222222222221
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=878017549)",-0.02534259481306325,4.6531175874662e-310,11.944444444444445,0.08345637134733903,1.581e-320,13.277777777777779,0.07665643596231385,5e-324,13.194444444444445,0.08345637134733903,4.65425028596124e-310,13.277777777777779
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=887889117)",-0.026846289982971294,4.6531175874662e-310,11.944444444444445,0.10441630346118617,1.581e-320,13.555555555555557,0.10215315529835581,5e-324,13.527777777777779,0.08404796999571348,4.65425028596124e-310,13.305555555555557
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=898059566)",-0.02860056250692172,4.6531175874662e-310,11.944444444444445,0.10242540813167965,1.581e-320,13.555555555555557,0.10016633967239336,5e-324,13.527777777777779,0.08209379199810359,4.65425028596124e-310,13.305555555555557
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=908160085)",-0.023941183000676217,4.6531175874662e-310,12.027777777777779,0.10003857435489615,1.581e-320,13.555555555555557,0.08876768732257136,5e-324,13.416666666666668,0.09553021954196611,4.65425028596124e-310,13.5
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=917860050)",-0.037000563018929206,4.6531175874662e-310,11.916666666666668,0.07523713359891124,1.581e-320,13.305555555555557,0.09992942685483597,5e-324,13.61111111111111,0.1044189347195497,4.65425028596124e-310,13.666666666666668
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=928050222)",-0.038287307547719855,4.6531175874662e-310,11.916666666666668,0.10742673676323165,1.581e-320,13.722222222222223,0.10742673676323165,5e-324,13.722222222222223,0.10294322770751009,4.65425028596124e-310,13.666666666666668
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=937980226)",-0.041475138908345116,4.6531175874662e-310,11.861111111111112,0.08872261739918627,1.581e-320,13.472222222222221,0.12239445092699626,5e-324,13.88888888888889,0.10219135081031032,4.65425028596124e-310,13.63888888888889
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=948077847)",-0.04327757217687573,4.6531175874662e-310,11.861111111111112,0.08667535712930959,1.581e-320,13.472222222222221,0.12028387332918523,5e-324,13.88888888888889,0.10011876360925989,4.65425028596124e-310,13.63888888888889
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=958075872)",-0.06556831230121175,4.6531175874662e-310,11.611111111111112,0.09762191067010763,1.581e-320,13.63888888888889,0.10879932320238982,5e-324,13.777777777777779,0.11103480570884618,4.65425028596124e-310,13.805555555555555
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=967941745)",-0.06973877596278827,4.6531175874662e-310,11.611111111111112,0.09272311244562421,1.581e-320,13.63888888888889,0.09049760712496097,5e-324,13.61111111111111,0.09272311244562421,4.65425028596124e-310,13.63888888888889
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=978206228)",-0.1644774270954503,4.6531175874662e-310,10.444444444444445,0.10884511670045302,1.581e-320,13.861111111111112,0.09329017518361299,5e-324,13.666666666666668,0.08217950267158437,4.65425028596124e-310,13.527777777777779
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=988083942)",-0.1650854568803045,4.6531175874662e-310,10.444444444444445,0.10803818355512793,1.581e-320,13.861111111111112,0.09249456174172932,5e-324,13.666666666666668,0.08139197473215887,4.65425028596124e-310,13.527777777777779
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=997876652)",-0.1651807200542568,4.6531175874662e-310,10.444444444444445,0.07682806056831229,1.581e-320,13.472222222222221,0.0657267403562678,5e-324,13.333333333333332,0.07016726844108571,4.65425028596124e-310,13.38888888888889
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=8087801)",-0.42042083408125963,4.6531175874662e-310,7.25,0.09476064673539852,1.581e-320,13.694444444444445,0.0614514992688043,5e-324,13.277777777777779,0.07033393859322941,4.65425028596124e-310,13.38888888888889
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=17991651)",-0.4520164982067501,4.6531175874662e-310,6.861111111111112,0.0937484468990777,1.581e-320,13.694444444444445,0.05381442652548054,5e-324,13.194444444444445,0.07156288002485714,4.65425028596124e-310,13.416666666666668
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=27861408)",-0.4508072547051441,4.6531175874662e-310,6.861111111111112,0.09838549058971183,1.581e-320,13.722222222222223,0.04946953756749783,5e-324,13.11111111111111,0.031681918286692846,4.65425028596124e-310,12.88888888888889
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=37846323)",-0.44931614059805136,4.6531175874662e-310,6.861111111111112,0.10136771880389732,1.581e-320,13.722222222222223,0.05231895399886535,5e-324,13.11111111111111,0.034483039524308375,4.65425028596124e-310,12.88888888888889
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=47926950)",-0.4478854207032912,4.6531175874662e-310,6.861111111111112,0.09975859519830257,1.581e-320,13.666666666666668,0.04164127106180683,5e-324,12.944444444444445,-0.005299644586901249,4.65425028596124e-310,12.36111111111111
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=57995840)",-0.44639210555040837,4.6531175874662e-310,6.861111111111112,0.10273313388339707,1.581e-320,13.666666666666668,0.04445861867817682,5e-324,12.944444444444445,-0.002609258987577976,4.65425028596124e-310,12.36111111111111
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=67904337)",-0.6493775832827866,4.6531175874662e-310,4.333333333333334,0.12828495635923795,1.581e-320,13.944444444444445,0.0765906256893925,5e-324,13.305555555555557,-0.06051172956541532,4.65425028596124e-310,11.611111111111112
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=77979732)",-0.6482264542550276,4.6531175874662e-310,4.333333333333334,0.13198923053830866,1.581e-320,13.944444444444445,0.08012518212719105,5e-324,13.305555555555557,-0.05742729409359945,4.65425028596124e-310,11.611111111111112
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=87889691)",-0.7421083336991794,4.6531175874662e-310,3.1666666666666665,0.10848172357370263,1.581e-320,13.61111111111111,0.06549977919023262,5e-324,13.083333333333334,-0.10416579074451784,4.65425028596124e-310,11.0
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=98015468)",-0.7709970073317934,4.6531175874662e-310,2.805555555555556,0.10873726153220839,1.581e-320,13.583333333333334,0.09966783608000208,5e-324,13.472222222222221,-0.10212688023158588,4.65425028596124e-310,11.0
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=108239476)",-0.795376855856098,4.6531175874662e-310,2.5,0.11178574984853461,1.581e-320,13.583333333333334,0.12542729279146136,5e-324,13.75,-0.15877151851951382,4.65425028596124e-310,10.277777777777777
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=118189001)",-0.8129830899897008,4.6531175874662e-310,2.277777777777778,0.13350493018437407,1.581e-320,13.805555555555555,0.11982076603727904,5e-324,13.63888888888889,-0.18123084519881236,4.65425028596124e-310,9.972222222222221
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=128063048)",-0.812139435018412,4.6531175874662e-310,2.277777777777778,0.13861830238840472,1.581e-320,13.805555555555555,0.12487240738975201,5e-324,13.63888888888889,-0.1775372825806091,4.65425028596124e-310,9.972222222222221
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=138073631)",-0.844032935617134,4.6531175874662e-310,1.888888888888889,0.11929305027703822,1.581e-320,13.555555555555557,0.08259491748106959,5e-324,13.11111111111111,-0.18805381188919787,4.65425028596124e-310,9.833333333333332
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=148010514)",-0.8435115762211723,4.6531175874662e-310,1.888888888888889,0.1230345706480568,1.581e-320,13.555555555555557,0.08621376505303839,5e-324,13.11111111111111,-0.1853396762102213,4.65425028596124e-310,9.833333333333332
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=157833971)",-0.8639354352803544,4.6531175874662e-310,1.6388888888888888,0.1415586362071957,1.581e-320,13.75,0.07698562244194025,5e-324,12.972222222222223,-0.13057049323209532,4.65425028596124e-310,10.472222222222223
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=167927468)",-0.8638637118894369,4.6531175874662e-310,1.6388888888888888,0.1421603833004867,1.581e-320,13.75,0.07755333131581277,5e-324,12.972222222222223,-0.13011219292063936,4.65425028596124e-310,10.472222222222223
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=178201318)",-0.8794890515404635,4.6531175874662e-310,1.4444444444444444,0.15412408332402214,1.581e-320,13.833333333333334,0.17034671100126728,5e-324,14.027777777777777,0.2259671487518228,4.65425028596124e-310,14.694444444444446
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=188277108)",-0.8860527385561336,4.6531175874662e-310,1.3611111111111112,0.12319443423239693,1.581e-320,13.416666666666668,0.03482717025552085,5e-324,12.36111111111111,0.06273262203769225,4.65425028596124e-310,12.694444444444445
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=198638332)",-0.8926440153278453,4.6531175874662e-310,1.277777777777778,0.14824227084130578,1.581e-320,13.666666666666668,0.03855246041540858,5e-324,12.36111111111111,0.06655836946031853,4.65425028596124e-310,12.694444444444445
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=208837757)",-0.8969723704689545,4.6531175874662e-310,1.2222222222222223,0.15203622111987275,1.581e-320,13.666666666666668,-0.02123751945506744,5e-324,11.611111111111112,0.004519387927693926,4.65425028596124e-310,11.916666666666668
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=218020876)",-0.8968798004718298,4.6531175874662e-310,1.2222222222222223,0.15307132199681078,1.581e-320,13.666666666666668,-0.020358104482384298,5e-324,11.611111111111112,0.005421945399658201,4.65425028596124e-310,11.916666666666668
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=228329622)",-0.9009882056618926,4.6531175874662e-310,1.1666666666666667,0.14099305856295186,1.581e-320,13.444444444444446,-0.0028097855947755318,5e-324,11.750000000000002,-0.00045236192005877307,4.65425028596124e-310,11.777777777777779
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=238057415)",-0.9098814647169604,4.6531175874662e-310,1.0555555555555556,0.15019709505984763,1.581e-320,13.472222222222221,0.12885323144018035,5e-324,13.222222222222221,-0.08695694515867758,4.65425028596124e-310,10.694444444444445
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=248004876)",-0.9093621446397679,4.6531175874662e-310,1.0555555555555556,0.15682525920296145,1.581e-320,13.472222222222221,0.1353583987229065,5e-324,13.222222222222221,-0.08169541279764908,4.65425028596124e-310,10.694444444444445
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=257972497)",-0.9160572809188375,4.6531175874662e-310,0.9722222222222222,0.18479152074555133,1.581e-320,13.722222222222223,0.16320625012468082,5e-324,13.472222222222221,-0.2708975256950454,4.65425028596124e-310,8.444444444444445
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=267886260)",-0.9204818319400301,4.6531175874662e-310,0.9166666666666667,0.1638568234231972,1.581e-320,13.416666666666668,0.1132543528395799,5e-324,12.833333333333334,-0.267468997265731,4.65425028596124e-310,8.444444444444445
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=278037895)",-0.9225336197214571,4.6531175874662e-310,0.888888888888889,0.16925817732925702,1.581e-320,13.416666666666668,0.1983080699337105,5e-324,13.75,-0.4892060550383577,4.65425028596124e-310,5.861111111111112
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=288486355)",-0.9246468537057199,4.6531175874662e-310,0.8611111111111112,0.17891212750728733,1.581e-320,13.472222222222221,0.1521739143060913,5e-324,13.166666666666668,-0.4871124558679636,4.65425028596124e-310,5.861111111111112
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=297906487)",-0.9269997310857158,4.6531175874662e-310,0.8333333333333333,0.18017101411426115,1.581e-320,13.472222222222221,0.15340424884569043,5e-324,13.166666666666668,-0.20916375342858795,4.65425028596124e-310,9.027777777777777
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=307987250)",-0.926798321266535,4.6531175874662e-310,0.8333333333333333,0.18342713952434883,1.581e-320,13.472222222222221,0.15658652398874523,5e-324,13.166666666666668,-0.20698181372079721,4.65425028596124e-310,9.027777777777777
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=318388111)",-0.9314862827228018,4.6531175874662e-310,0.7777777777777778,0.19899005235096734,1.581e-320,13.61111111111111,0.08398488406424207,5e-324,12.305555555555557,-0.19251690351873632,4.65425028596124e-310,9.166666666666666
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=328136123)",-0.9337621383648954,4.6531175874662e-310,0.75,0.1824684928933489,1.581e-320,13.38888888888889,0.10641761471971033,5e-324,12.527777777777779,-0.023604854415865306,4.65425028596124e-310,11.055555555555557
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=338019058)",-0.9362551240017011,4.6531175874662e-310,0.7222222222222222,0.21115264396768113,1.581e-320,13.722222222222223,0.10572842597049431,5e-324,12.527777777777779,0.15476294596918583,4.65425028596124e-310,13.083333333333334
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=348147325)",-0.938522273737978,4.6531175874662e-310,0.6944444444444444,0.2147998709375548,1.581e-320,13.722222222222223,0.20250432568515034,5e-324,13.583333333333334,0.1582403627764945,4.65425028596124e-310,13.083333333333334
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=357885367)",-0.9383519940468845,4.6531175874662e-310,0.6944444444444444,0.18857355477606644,1.581e-320,13.38888888888889,-0.0752799107032679,5e-324,10.416666666666666,0.033220579774215594,4.65425028596124e-310,11.638888888888891
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=368598259)",-0.9383505627330425,4.6531175874662e-310,0.6944444444444444,0.18860115050694057,1.581e-320,13.38888888888889,-0.07525844099563761,5e-324,10.416666666666666,0.03324456859420783,4.65425028596124e-310,11.638888888888891
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=378076274)",-0.9404553944990541,4.6531175874662e-310,0.6666666666666667,0.1958541604773298,1.581e-320,13.38888888888889,-0.06961553904772069,5e-324,10.416666666666666,-0.02247605969280497,4.65425028596124e-310,10.944444444444446
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=388421123)",-0.9424391234824887,4.6531175874662e-310,0.638888888888889,0.20627576006262732,1.581e-320,13.38888888888889,0.05111165814585774,5e-324,11.666666666666666,0.053614304950966994,4.65425028596124e-310,11.694444444444445
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=397988165)",-0.9418176103723357,4.6531175874662e-310,0.638888888888889,0.21930051306670276,1.581e-320,13.38888888888889,0.06246102798343385,5e-324,11.666666666666666,0.0649906970976802,4.65425028596124e-310,11.694444444444445
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=408037137)",-0.9437411994941122,4.6531175874662e-310,0.6111111111111112,0.1942209016477104,1.581e-320,12.972222222222223,0.155862628575514,5e-324,12.555555555555555,0.04845946397336453,4.65425028596124e-310,11.38888888888889
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=417923877)",-1.0,4.6531175874662e-310,0.0,0.20754935515444545,1.581e-320,12.972222222222223,0.36010912379280136,5e-324,14.61111111111111,0.06016110409705057,4.65425028596124e-310,11.38888888888889
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=428038391)",-1.0,4.6531175874662e-310,0.0,0.23086430008488049,1.581e-320,13.083333333333334,0.3510761000931702,5e-324,14.36111111111111,-0.07750509993638457,4.65425028596124e-310,9.805555555555557
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=437961948)",-1.0,4.6531175874662e-310,0.0,0.23573246049211388,1.581e-320,13.083333333333334,0.18588338034487356,5e-324,12.555555555555555,-0.07385656358022027,4.65425028596124e-310,9.805555555555557
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=448037259)",-1.0,4.6531175874662e-310,0.0,0.2674594050985441,1.581e-320,13.36111111111111,0.17786767999802347,5e-324,12.416666666666668,-0.16995901745105738,4.65425028596124e-310,8.75
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=457909216)",-1.0,4.6531175874662e-310,0.0,0.2706740940902195,1.581e-320,13.36111111111111,0.18085513525639954,5e-324,12.416666666666668,-0.16785376374549035,4.65425028596124e-310,8.75
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=468311423)",-1.0,4.6531175874662e-310,0.0,0.27339893352662287,1.581e-320,13.36111111111111,0.18338736649979315,5e-324,12.416666666666668,-0.16606930548672302,4.65425028596124e-310,8.75
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=478149533)",-1.0,4.6531175874662e-310,0.0,0.23222391626474642,1.581e-320,12.972222222222223,0.16098184830083156,5e-324,12.222222222222221,0.15570465808128253,4.65425028596124e-310,12.166666666666668
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=487935107)",-1.0,4.6531175874662e-310,0.0,0.23430919071747786,1.581e-320,12.972222222222223,0.16294656084730233,5e-324,12.222222222222221,0.1576604401161784,4.65425028596124e-310,12.166666666666668
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=498173508)",-1.0,4.6531175874662e-310,0.0,0.24978543608662113,1.581e-320,13.11111111111111,0.12533646257799574,5e-324,11.805555555555555,0.13063216357836294,4.65425028596124e-310,11.861111111111112
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=508060058)",-1.0,4.6531175874662e-310,0.0,0.2515327252526974,1.581e-320,13.11111111111111,0.14016752512427946,5e-324,11.944444444444445,0.19054702042046862,4.65425028596124e-310,12.472222222222223
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=518029493)",-1.0,4.6531175874662e-310,0.0,0.24616147669436786,1.581e-320,13.11111111111111,0.1352742266495301,5e-324,11.944444444444445,0.1854375064317187,4.65425028596124e-310,12.472222222222223
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=527958444)",-1.0,4.6531175874662e-310,0.0,0.25338097856779584,1.581e-320,13.166666666666668,0.16612027752826564,5e-324,12.25,0.20842849621409842,4.65425028596124e-310,12.694444444444445
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=538251914)",-1.0,4.6531175874662e-310,0.0,0.27568872411665307,1.581e-320,13.36111111111111,0.24121065049187873,5e-324,13.0,0.23325417196308457,4.65425028596124e-310,12.916666666666666
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=548129503)",-1.0,4.6531175874662e-310,0.0,0.27962096836900213,1.581e-320,13.36111111111111,0.18118858618677128,5e-324,12.333333333333334,0.23705561391182117,4.65425028596124e-310,12.916666666666666
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=558039789)",-1.0,4.6531175874662e-310,0.0,0.24631899455609235,1.581e-320,12.972222222222223,0.03014803404422196,5e-324,10.722222222222223,0.1395679029452922,4.65425028596124e-310,11.861111111111112
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=567951522)",-1.0,4.6531175874662e-310,0.0,0.24293064036176262,1.581e-320,12.972222222222223,0.027347381540985823,5e-324,10.722222222222223,0.08856238095923112,4.65425028596124e-310,11.361111111111112
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=578070839)",-1.0,4.6531175874662e-310,0.0,0.26563283538774524,1.581e-320,13.13888888888889,0.08100563529946958,5e-324,11.222222222222223,0.09438441791456206,4.65425028596124e-310,11.361111111111112
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=587928317)",-1.0,4.6531175874662e-310,0.0,0.2750065159683054,1.581e-320,13.13888888888889,0.08901190793064567,5e-324,11.222222222222223,0.10248977807830222,4.65425028596124e-310,11.361111111111112
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=598037849)",-1.0,4.6531175874662e-310,0.0,0.2901178018536827,1.581e-320,13.194444444444445,0.19505649013814808,5e-324,12.222222222222221,0.14616781554158764,4.65425028596124e-310,11.722222222222223
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=608084703)",-1.0,4.6531175874662e-310,0.0,0.2601864664862082,1.581e-320,12.805555555555555,0.20278100922761727,5e-324,12.222222222222221,0.0715685354936955,4.65425028596124e-310,10.88888888888889
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=617913354)",-1.0,4.6531175874662e-310,0.0,0.25960545126913426,1.581e-320,12.805555555555555,0.2022264610811693,5e-324,12.222222222222221,0.0710744835086782,4.65425028596124e-310,10.88888888888889
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=628126870)",-1.0,4.6531175874662e-310,0.0,0.3051184785951826,1.581e-320,13.194444444444445,0.25840897515072353,5e-324,12.722222222222223,0.02486145792842772,4.65425028596124e-310,10.361111111111112
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=638110934)",-1.0,4.6531175874662e-310,0.0,0.3092088218175284,1.581e-320,13.194444444444445,0.26235292714195374,5e-324,12.722222222222223,0.028073453764080304,4.65425028596124e-310,10.361111111111112
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=647946750)",-1.0,4.6531175874662e-310,0.0,0.2898703170384474,1.581e-320,12.972222222222223,0.20977130377481792,5e-324,12.166666666666668,0.024714962786432405,4.65425028596124e-310,10.305555555555555
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=657900966)",-1.0,4.6531175874662e-310,0.0,0.29198251355219235,1.581e-320,12.972222222222223,0.21175233605109264,5e-324,12.166666666666668,0.02639296044510347,4.65425028596124e-310,10.305555555555555
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=668307315)",-1.0,4.6531175874662e-310,0.0,0.2838480775745494,1.581e-320,12.972222222222223,0.18212992153545224,5e-324,11.944444444444445,0.08316090484876339,4.65425028596124e-310,10.944444444444446
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=678242652)",-1.0,4.6531175874662e-310,0.0,0.3137420875454733,1.581e-320,13.25,0.21734591759978872,5e-324,12.277777777777779,0.14573733421156576,4.65425028596124e-310,11.555555555555555
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=688091242)",-1.0,4.6531175874662e-310,0.0,0.3163442663048386,1.581e-320,13.25,0.21975716081077293,5e-324,12.277777777777779,0.2997864767915702,4.65425028596124e-310,13.083333333333334
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=697878113)",-1.0,4.6531175874662e-310,0.0,0.318598384203052,1.581e-320,13.25,0.22184588221750318,5e-324,12.277777777777779,0.30201224100552937,4.65425028596124e-310,13.083333333333334
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=708102168)",-1.0,4.6531175874662e-310,0.0,0.29182921635562986,1.581e-320,12.972222222222223,0.1673488850151516,5e-324,11.722222222222223,0.16458265542980757,4.65425028596124e-310,11.694444444444445
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=718101963)",-1.0,4.6531175874662e-310,0.0,0.28461566515330183,1.581e-320,12.972222222222223,0.16083042975309073,5e-324,11.722222222222223,0.15807964674419708,4.65425028596124e-310,11.694444444444445
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=727923190)",-1.0,4.6531175874662e-310,0.0,0.2995130745458647,1.581e-320,13.11111111111111,0.11780150056275661,5e-324,11.277777777777779,0.1590995855589175,4.65425028596124e-310,11.694444444444445
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=738893537)",-1.0,4.6531175874662e-310,0.0,0.3131189769313103,1.581e-320,13.194444444444445,0.19148269275241006,5e-324,11.972222222222223,0.18042484873614645,4.65425028596124e-310,11.861111111111112
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=748126452)",-1.0,4.6531175874662e-310,0.0,0.3196260908129298,1.581e-320,13.194444444444445,0.20294336278315503,5e-324,12.027777777777779,0.2390594452685615,4.65425028596124e-310,12.38888888888889
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=758092585)",-1.0,4.6531175874662e-310,0.0,0.2783439016327817,1.581e-320,12.722222222222223,0.27555275774275373,5e-324,12.694444444444445,0.24485017495244674,4.65425028596124e-310,12.38888888888889
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=768082656)",-1.0,4.6531175874662e-310,0.0,0.3117304112285314,1.581e-320,13.083333333333334,0.27274054762513555,5e-324,12.694444444444445,0.18640584964618764,4.65425028596124e-310,11.833333333333334
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=778207564)",-1.0,4.6531175874662e-310,0.0,0.31770901433434573,1.581e-320,13.083333333333334,0.32050669801658416,5e-324,13.11111111111111,0.09109663607302512,4.65425028596124e-310,10.833333333333334
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=787951408)",-1.0,4.6531175874662e-310,0.0,0.29936861996377573,1.581e-320,12.861111111111112,0.23201473901532954,5e-324,12.194444444444446,0.09450056541225164,4.65425028596124e-310,10.833333333333334
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=797889543)",-1.0,4.6531175874662e-310,0.0,0.3022861341839126,1.581e-320,12.861111111111112,0.2347810213968416,5e-324,12.194444444444446,0.09695808278990471,4.65425028596124e-310,10.833333333333334
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=808005997)",-1.0,4.6531175874662e-310,0.0,0.30301829728003826,1.581e-320,12.861111111111112,0.21858946592280032,5e-324,12.027777777777779,0.06661756947977193,4.65425028596124e-310,10.527777777777777
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=818103887)",-1.0,4.6531175874662e-310,0.0,0.3106817664110606,1.581e-320,13.027777777777779,0.21566432492283855,5e-324,12.083333333333332,0.020040180682381906,4.65425028596124e-310,10.13888888888889
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=828128602)",-1.0,4.6531175874662e-310,0.0,0.32864265956687727,1.581e-320,13.194444444444445,0.20836553459555995,5e-324,12.0,0.08808840962424279,4.65425028596124e-310,10.805555555555557
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=838119939)",-1.0,4.6531175874662e-310,0.0,0.3301077051325084,1.581e-320,13.194444444444445,0.20969795498367083,5e-324,12.0,0.08928820483483338,4.65425028596124e-310,10.805555555555557
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=848164739)",-1.0,4.6531175874662e-310,0.0,0.3129289850991414,1.581e-320,13.0,0.24279388974128144,5e-324,12.305555555555557,0.22035065922676592,4.65425028596124e-310,12.083333333333332
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=858103978)",-1.0,4.6531175874662e-310,0.0,0.31566110548986964,1.581e-320,13.0,0.24538006352994088,5e-324,12.305555555555557,0.22289013010276335,4.65425028596124e-310,12.083333333333332
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=868269622)",-1.0,4.6531175874662e-310,0.0,0.3068940041906988,1.581e-320,13.0,0.23149627317969693,5e-324,12.25,0.28734644429895756,4.65425028596124e-310,12.805555555555555
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=878136978)",-1.0,4.6531175874662e-310,0.0,0.3346497401338228,1.581e-320,13.25,0.2283254421776694,5e-324,12.194444444444446,0.28988161467860024,4.65425028596124e-310,12.805555555555555
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=888118338)",-1.0,4.6531175874662e-310,0.0,0.3373519126488343,1.581e-320,13.25,0.23081234728058356,5e-324,12.194444444444446,0.29249314828325496,4.65425028596124e-310,12.805555555555555
