stamp,average_steering_ang_fdbk,secondary_steering_ang_fdbk,primary_steering_angle_fbk
"builtin_interfaces.msg.Time(sec=1751478308, nanosec=970056942)",5.5,5.5,5.5
"builtin_interfaces.msg.Time(sec=1751478308, nanosec=980052598)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478308, nanosec=990063048)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478308, nanosec=999977266)",5.5,5.5,5.5
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=19924738)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=19924738)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=29983683)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=41329643)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=49951490)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=59946610)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=69877680)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=79877339)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=90884340)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=100564286)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=109986095)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=120948795)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=130439912)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=143230356)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=159928806)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=159928806)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=169930071)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=179947757)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=190763966)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=200151984)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=209882874)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=219968846)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=229994814)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=239974274)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=249890797)",5.5,5.5,5.5
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=260404289)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=270116243)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=280351893)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=290319445)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=300296479)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=310473450)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=320457455)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=329978526)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=339932337)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=350820616)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=369980051)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=379983342)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=379983342)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=390763179)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=399973023)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=409988771)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=420098764)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=429996384)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=440110888)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=449941779)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=469889491)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=479980591)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=479980591)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=490803459)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=502488998)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=509945464)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=519970867)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=529897770)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=539965468)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=549977056)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=559954122)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=569944464)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=579921529)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=590766462)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=599983160)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=609884003)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=619970109)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=630003607)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=649995328)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=649995328)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=659934874)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=669878512)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=680194300)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=690756303)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=699988439)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=710025794)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=719904909)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=729989163)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=739925443)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=749878615)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=759906439)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=769905018)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=779946373)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=790330692)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=799942494)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=810090062)",5.5,5.5,5.5
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=819890184)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=830500680)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=849937640)",5.5,5.5,5.5
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=849937640)",5.5,5.5,5.5
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=860098787)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=870046982)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=890366962)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=890366962)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=900005964)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=909879888)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=929885326)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=929885326)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=939882219)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=949939544)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=960051629)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=970010557)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=980014984)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=990034651)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478309, nanosec=999888150)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=10328605)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=20020450)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=29952904)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=39877124)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=50564971)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=62469031)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=69901922)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=79893814)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=90323833)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=100406946)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=109896932)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=119941709)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=134344487)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=139951705)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=149881127)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=159938942)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=169953324)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=180347419)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=189956914)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=199929722)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=210238182)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=220140889)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=229922059)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=239962470)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=249897376)",5.5,5.5,5.5
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=259964110)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=269948079)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=279873604)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=290045051)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=299953292)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=309955826)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=319974093)",5.5,5.5,5.5
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=330299184)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=341140164)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=349900208)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=359880424)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=369996433)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=380405127)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=389990678)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=400113816)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=420100923)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=420100923)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=431622808)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=439879901)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=449991862)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=459941886)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=469913361)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=480221066)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=490754607)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=500104794)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=509913127)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=519964358)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=530019598)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=539956550)",5.5,5.5,5.5
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=549881206)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=559948685)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=569938462)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=579933841)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=590754159)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=600001786)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=609973258)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=619959550)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=629891127)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=639972056)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=649878804)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=659881384)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=669958010)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=682570555)",5.5,5.5,5.5
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=690064280)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=700009142)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=710502223)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=719905261)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=729889013)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=740770088)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=749890320)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=760054870)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=770226243)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=780816576)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=791270561)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=799954434)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=810309050)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=819880032)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=829876054)",5.5,5.5,5.5
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=839897092)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=849902606)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=859945207)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=870028082)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=879908312)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=891190252)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=900327146)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=909931612)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=919899328)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=930032796)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=940040694)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=950472360)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=959999409)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=969987509)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=979903411)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=990870022)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478310, nanosec=999983549)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=11045245)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=19984512)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=30087300)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=40130588)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=49975048)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=62994015)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=69971404)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=80297727)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=89953517)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=99956020)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=110004922)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=119925326)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=131704483)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=146553357)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=149962344)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=160247431)",5.5,5.5,5.5
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=170147058)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=179908143)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=190769096)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=200389166)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=209962974)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=219955822)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=230009152)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=241423473)",5.5,5.5,5.5
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=250013104)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=260052664)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=269940659)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=279955033)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=299992114)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=299992114)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=310028587)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=320046023)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=329973157)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=341670668)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=350209270)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=359918779)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=370419487)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=379910213)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=389913387)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=399980716)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=410873177)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=419882645)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=429997245)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=439901728)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=449883368)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=459936418)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=470170609)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=479936315)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=489992691)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=499942535)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=510374425)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=520002334)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=530013676)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=540040009)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=549885140)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=560209766)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=570412384)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=590943629)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=590943629)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=602074813)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=609958065)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=619934168)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=629945946)",5.5,6.0,5.5
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=639968521)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=649942467)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=660025582)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=671017783)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=680086332)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=689973851)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=700039759)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=710021139)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=719956920)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=729960192)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=739950638)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=749978775)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=759969804)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=769973678)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=780028203)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=790749888)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=810185723)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=810185723)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=819947775)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=830966732)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=840003510)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=850203331)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=859984191)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=870169327)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=880698173)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=890827157)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=899963046)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=909958956)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=919960347)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=930444447)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=940065957)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=949976948)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=959967552)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=969937159)",5.5,6.0,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=980110274)",5.5,5.5,5.0
"builtin_interfaces.msg.Time(sec=1751478311, nanosec=990343132)",5.5,6.0,5.0
